bw	num	pct	qlen	maxq	avgq	maxd	avgd	rate
---------------------------------------------------------------------------
0.5	1	0.50	2	4.5	0.1	70	0	26.8 (0.42)
0.5	1	0.50	3	4.5	0.0	70	0	28.7 (0.45)
0.5	1	0.50	4	4.5	0.1	70	0	29.5 (0.46)
0.5	1	0.50	5	6.0	0.0	93	0	30.2 (0.47)
0.5	1	0.50	6	6.0	0.0	93	0	30.7 (0.48)
0.5	1	0.50	7	6.0	0.1	93	1	30.7 (0.48)
0.5	1	0.50	8	6.0	0.0	93	0	30.8 (0.48)
0.5	1	0.52	2	4.5	0.1	70	0	27.4 (0.43)
0.5	1	0.52	3	4.5	0.1	70	1	29.4 (0.46)
0.5	1	0.52	4	4.5	0.0	70	0	30.3 (0.47)
0.5	1	0.52	5	4.5	0.1	70	1	31.2 (0.49)
0.5	1	0.52	6	4.5	0.0	70	0	31.7 (0.50)
0.5	1	0.52	7	4.5	0.1	70	1	31.9 (0.50)
0.5	1	0.52	8	4.5	0.0	70	0	32.0 (0.50)
0.5	1	0.54	2	4.5	0.1	70	0	28.0 (0.44)
0.5	1	0.54	3	4.5	0.1	70	1	30.3 (0.47)
0.5	1	0.54	4	4.5	0.1	70	1	31.2 (0.49)
0.5	1	0.54	5	4.5	0.1	70	1	32.0 (0.50)
0.5	1	0.54	6	6.0	0.1	93	1	32.8 (0.51)
0.5	1	0.54	7	6.0	0.0	93	0	33.1 (0.52)
0.5	1	0.54	8	6.0	0.1	93	0	33.2 (0.52)
0.5	1	0.56	2	4.5	0.1	70	0	28.5 (0.45)
0.5	1	0.56	3	4.5	0.1	70	1	31.0 (0.48)
0.5	1	0.56	4	4.5	0.1	70	1	32.0 (0.50)
0.5	1	0.56	5	6.0	0.2	93	2	33.0 (0.52)
0.5	1	0.56	6	7.5	0.1	117	1	33.8 (0.53)
0.5	1	0.56	7	7.5	0.1	117	2	34.2 (0.53)
0.5	1	0.56	8	9.0	0.1	140	0	34.6 (0.54)
0.5	1	0.58	2	4.5	0.1	70	1	27.6 (0.43)
0.5	1	0.58	3	4.5	0.2	70	2	31.0 (0.48)
0.5	1	0.58	4	7.5	0.2	117	2	31.7 (0.50)
0.5	1	0.58	5	9.0	0.1	140	1	34.0 (0.53)
0.5	1	0.58	6	9.0	0.1	140	1	34.2 (0.53)
0.5	1	0.58	7	10.5	0.1	164	1	35.4 (0.55)
0.5	1	0.58	8	10.5	0.1	164	2	35.5 (0.55)
0.5	1	0.60	2	4.5	0.1	70	1	32.0 (0.50)
0.5	1	0.60	3	4.5	0.1	70	2	33.5 (0.52)
0.5	1	0.60	4	9.0	0.1	140	1	34.8 (0.54)
0.5	1	0.60	5	10.5	0.1	164	1	35.8 (0.56)
0.5	1	0.60	6	10.5	0.1	164	1	36.5 (0.57)
0.5	1	0.60	7	12.0	0.1	187	1	36.9 (0.58)
0.5	1	0.60	8	13.5	0.2	210	3	37.1 (0.58)
0.5	1	0.62	2	4.5	0.1	70	1	32.7 (0.51)
0.5	1	0.62	3	4.5	0.1	70	1	34.2 (0.53)
0.5	1	0.62	4	10.5	0.1	164	2	35.5 (0.55)
0.5	1	0.62	5	12.0	0.0	187	0	36.8 (0.57)
0.5	1	0.62	6	13.5	0.1	210	0	37.7 (0.59)
0.5	1	0.62	7	15.0	0.1	234	1	38.0 (0.59)
0.5	1	0.62	8	16.5	0.2	257	3	38.1 (0.60)
0.5	1	0.64	2	4.5	0.1	70	1	33.1 (0.52)
0.5	1	0.64	3	6.0	0.1	93	1	34.8 (0.54)
0.5	1	0.64	4	12.0	0.1	187	1	36.3 (0.57)
0.5	1	0.64	5	13.5	0.0	210	0	37.8 (0.59)
0.5	1	0.64	6	15.0	0.2	234	2	38.6 (0.60)
0.5	1	0.64	7	16.5	0.2	257	3	39.2 (0.61)
0.5	1	0.64	8	19.5	0.3	304	4	39.4 (0.62)
0.5	1	0.66	2	4.5	0.0	70	0	33.1 (0.52)
0.5	1	0.66	3	6.0	0.1	93	2	34.1 (0.53)
0.5	1	0.66	4	13.5	0.2	210	2	37.1 (0.58)
0.5	1	0.66	5	16.5	0.2	257	2	37.7 (0.59)
0.5	1	0.66	6	18.0	0.1	281	1	39.5 (0.62)
0.5	1	0.66	7	21.0	0.3	328	4	39.6 (0.62)
0.5	1	0.66	8	22.5	0.3	351	4	40.6 (0.63)
0.5	1	0.68	2	4.5	0.1	70	2	35.7 (0.56)
0.5	1	0.68	3	7.5	0.2	117	2	37.7 (0.59)
0.5	1	0.68	4	15.0	0.2	234	2	39.4 (0.62)
0.5	1	0.68	5	18.0	0.1	281	0	40.6 (0.63)
0.5	1	0.68	6	21.0	0.2	328	3	41.2 (0.64)
0.5	1	0.68	7	22.5	0.4	351	6	41.8 (0.65)
0.5	1	0.68	8	25.5	0.4	398	5	42.1 (0.66)
0.5	1	0.70	2	4.5	0.2	70	3	36.1 (0.56)
0.5	1	0.70	3	7.5	0.2	117	2	38.4 (0.60)
0.5	1	0.70	4	16.5	0.1	257	2	40.2 (0.63)
0.5	1	0.70	5	19.5	0.2	304	3	41.6 (0.65)
0.5	1	0.70	6	22.5	0.3	351	4	42.2 (0.66)
0.5	1	0.70	7	25.5	0.4	398	6	42.9 (0.67)
0.5	1	0.70	8	28.5	0.5	445	7	43.2 (0.68)
0.5	1	0.72	2	4.5	0.2	70	3	37.2 (0.58)
0.5	1	0.72	3	15.0	0.2	234	3	38.8 (0.61)
0.5	1	0.72	4	18.0	0.2	281	2	41.0 (0.64)
0.5	1	0.72	5	21.0	0.2	328	3	42.5 (0.66)
0.5	1	0.72	6	24.0	0.3	375	4	43.2 (0.67)
0.5	1	0.72	7	28.5	0.4	445	6	43.8 (0.68)
0.5	1	0.72	8	30.0	0.5	468	8	44.2 (0.69)
0.5	1	0.74	2	4.5	0.2	70	2	36.1 (0.56)
0.5	1	0.74	3	15.0	0.2	234	3	39.6 (0.62)
0.5	1	0.74	4	19.5	0.3	304	4	40.5 (0.63)
0.5	1	0.74	5	22.5	0.3	351	4	42.8 (0.67)
0.5	1	0.74	6	27.0	0.4	421	5	43.2 (0.68)
0.5	1	0.74	7	31.5	0.4	492	6	44.8 (0.70)
0.5	1	0.74	8	31.5	0.5	492	8	44.9 (0.70)
0.5	1	0.76	2	6.0	0.3	93	4	36.5 (0.57)
0.5	1	0.76	3	16.5	0.2	257	3	40.4 (0.63)
0.5	1	0.76	4	21.0	0.2	328	3	41.2 (0.64)
0.5	1	0.76	5	25.5	0.3	398	4	43.8 (0.68)
0.5	1	0.76	6	28.5	0.4	445	6	44.2 (0.69)
0.5	1	0.76	7	31.5	0.5	492	7	45.8 (0.72)
0.5	1	0.76	8	31.5	0.6	492	8	45.9 (0.72)
0.5	1	0.78	2	6.0	0.2	93	3	40.4 (0.63)
0.5	1	0.78	3	18.0	0.3	281	4	43.1 (0.67)
0.5	1	0.78	4	22.5	0.2	351	2	44.7 (0.70)
0.5	1	0.78	5	28.5	0.4	445	5	46.0 (0.72)
0.5	1	0.78	6	31.5	0.5	492	7	47.0 (0.73)
0.5	1	0.78	7	31.5	0.5	492	8	47.4 (0.74)
0.5	1	0.78	8	31.5	0.6	492	8	47.8 (0.75)
0.5	1	0.80	2	7.5	0.2	117	3	41.2 (0.64)
0.5	1	0.80	3	19.5	0.1	304	2	43.7 (0.68)
0.5	1	0.80	4	25.5	0.3	398	4	45.8 (0.71)
0.5	1	0.80	5	31.5	0.5	492	8	46.7 (0.73)
0.5	1	0.80	6	31.5	0.5	492	7	47.6 (0.74)
0.5	1	0.80	7	31.5	0.6	492	8	48.3 (0.76)
0.5	1	0.80	8	31.5	0.6	492	8	48.9 (0.76)
0.5	1	0.82	2	7.5	0.2	117	3	41.4 (0.65)
0.5	1	0.82	3	21.0	0.3	328	4	42.5 (0.66)
0.5	1	0.82	4	27.0	0.4	421	6	45.9 (0.72)
0.5	1	0.82	5	31.5	0.6	492	8	46.4 (0.73)
0.5	1	0.82	6	31.5	0.6	492	9	48.4 (0.76)
0.5	1	0.82	7	31.5	0.6	492	9	48.6 (0.76)
0.5	1	0.82	8	31.5	0.5	492	7	49.9 (0.78)
0.5	1	0.84	2	9.0	0.3	140	5	41.9 (0.65)
0.5	1	0.84	3	24.0	0.4	375	5	43.3 (0.68)
0.5	1	0.84	4	30.0	0.4	468	6	46.6 (0.73)
0.5	1	0.84	5	31.5	0.6	492	9	47.2 (0.74)
0.5	1	0.84	6	31.5	0.6	492	9	49.2 (0.77)
0.5	1	0.84	7	31.5	0.6	492	9	49.6 (0.77)
0.5	1	0.84	8	31.5	0.6	492	8	50.9 (0.80)
0.5	1	0.86	2	18.0	0.3	281	4	43.0 (0.67)
0.5	1	0.86	3	27.0	0.5	421	7	44.0 (0.69)
0.5	1	0.86	4	31.5	0.5	492	7	47.3 (0.74)
0.5	1	0.86	5	31.5	0.7	492	10	47.9 (0.75)
0.5	1	0.86	6	31.5	0.7	492	10	50.2 (0.78)
0.5	1	0.86	7	31.5	0.7	492	10	50.5 (0.79)
0.5	1	0.86	8	31.5	0.8	492	12	51.3 (0.80)
0.5	1	0.88	2	19.5	0.3	304	5	45.7 (0.71)
0.5	1	0.88	3	30.0	0.5	468	7	47.9 (0.75)
0.5	1	0.88	4	31.5	0.7	492	10	49.8 (0.78)
0.5	1	0.88	5	31.5	0.7	492	10	51.1 (0.80)
0.5	1	0.88	6	31.5	0.7	492	10	52.2 (0.82)
0.5	1	0.88	7	31.5	0.8	492	11	52.5 (0.82)
0.5	1	0.88	8	31.5	0.8	492	12	53.1 (0.83)
0.5	1	0.90	2	22.5	0.4	351	6	44.6 (0.70)
0.5	1	0.90	3	31.5	0.5	492	7	48.3 (0.75)
0.5	1	0.90	4	31.5	0.7	492	11	49.1 (0.77)
0.5	1	0.90	5	31.5	0.8	492	11	51.6 (0.81)
0.5	1	0.90	6	31.5	0.9	492	13	51.5 (0.80)
0.5	1	0.90	7	31.5	0.7	492	11	53.2 (0.83)
0.5	1	0.90	8	31.5	0.8	492	12	53.4 (0.83)
0.5	1	0.92	2	25.5	0.6	398	8	45.2 (0.71)
0.5	1	0.92	3	31.5	0.7	492	10	49.1 (0.77)
0.5	1	0.92	4	31.5	0.8	492	12	49.8 (0.78)
0.5	1	0.92	5	31.5	0.9	492	13	51.9 (0.81)
0.5	1	0.92	6	31.5	0.9	492	13	52.5 (0.82)
0.5	1	0.92	7	31.5	0.7	492	11	54.2 (0.85)
0.5	1	0.92	8	31.5	0.8	492	12	54.4 (0.85)
0.5	1	0.94	2	31.5	0.7	492	11	48.6 (0.76)
0.5	1	0.94	3	31.5	0.9	492	14	51.7 (0.81)
0.5	1	0.94	4	31.5	1.4	492	21	52.5 (0.82)
0.5	1	0.94	5	31.5	1.1	492	17	53.2 (0.83)
0.5	1	0.94	6	31.5	1.3	492	20	54.3 (0.85)
0.5	1	0.94	7	31.5	1.3	492	20	55.2 (0.86)
0.5	1	0.94	8	31.5	1.3	492	20	55.9 (0.87)
0.5	1	0.96	2	31.5	1.0	492	15	52.2 (0.82)
0.5	1	0.96	3	31.5	1.7	492	26	54.7 (0.85)
0.5	1	0.96	4	31.5	2.2	492	35	55.3 (0.86)
0.5	1	0.96	5	31.5	2.5	492	39	57.0 (0.89)
0.5	1	0.96	6	31.5	3.0	492	47	58.1 (0.91)
0.5	1	0.96	7	31.5	3.6	492	55	58.2 (0.91)
0.5	1	0.96	8	31.5	4.1	492	64	58.0 (0.91)
0.5	1	0.98	2	31.5	2.0	492	31	56.0 (0.87)
0.5	1	0.98	3	31.5	3.6	492	55	58.5 (0.91)
0.5	1	0.98	4	31.5	5.3	492	83	59.8 (0.93)
0.5	1	0.98	5	31.5	6.7	492	105	60.4 (0.94)
0.5	1	0.98	6	31.5	6.6	492	103	60.5 (0.94)
0.5	1	0.98	7	31.5	7.1	492	110	60.5 (0.94)
0.5	1	0.98	8	31.5	7.5	492	117	60.5 (0.94)
0.5	1	1.00	2	31.5	19.6	492	306	61.7 (0.96)
0.5	1	1.00	3	31.5	19.6	492	306	61.7 (0.96)
0.5	1	1.00	4	31.5	19.6	492	306	61.7 (0.96)
0.5	1	1.00	5	31.5	19.6	492	306	61.7 (0.96)
0.5	1	1.00	6	31.5	19.6	492	306	61.7 (0.96)
0.5	1	1.00	7	31.5	19.6	492	306	61.7 (0.96)
0.5	1	1.00	8	31.5	19.6	492	306	61.7 (0.96)
0.5	2	0.50	2	10.5	0.0	164	0	28.6 (0.45)
0.5	2	0.50	3	10.5	0.1	164	1	30.0 (0.47)
0.5	2	0.50	4	10.5	0.0	164	0	30.7 (0.48)
0.5	2	0.50	5	10.5	0.1	164	1	30.8 (0.48)
0.5	2	0.50	6	10.5	0.0	164	0	30.9 (0.48)
0.5	2	0.50	7	10.5	0.1	164	1	31.0 (0.48)
0.5	2	0.50	8	10.5	0.0	164	0	31.0 (0.48)
0.5	2	0.52	2	10.5	0.1	164	0	28.9 (0.45)
0.5	2	0.52	3	10.5	0.1	164	1	31.0 (0.48)
0.5	2	0.52	4	10.5	0.1	164	1	31.7 (0.50)
0.5	2	0.52	5	10.5	0.1	164	1	31.8 (0.50)
0.5	2	0.52	6	10.5	0.1	164	1	32.1 (0.50)
0.5	2	0.52	7	10.5	0.1	164	2	32.2 (0.50)
0.5	2	0.52	8	10.5	0.2	164	2	32.3 (0.50)
0.5	2	0.54	2	10.5	0.1	164	2	28.7 (0.45)
0.5	2	0.54	3	10.5	0.2	164	2	30.9 (0.48)
0.5	2	0.54	4	10.5	0.2	164	3	31.7 (0.50)
0.5	2	0.54	5	10.5	0.1	164	1	32.3 (0.50)
0.5	2	0.54	6	10.5	0.2	164	2	32.0 (0.50)
0.5	2	0.54	7	10.5	0.2	164	2	32.9 (0.51)
0.5	2	0.54	8	10.5	0.1	164	2	33.1 (0.52)
0.5	2	0.56	2	10.5	0.2	164	3	28.8 (0.45)
0.5	2	0.56	3	10.5	0.2	164	2	31.5 (0.49)
0.5	2	0.56	4	10.5	0.1	164	1	32.3 (0.50)
0.5	2	0.56	5	10.5	0.2	164	2	33.2 (0.52)
0.5	2	0.56	6	10.5	0.2	164	2	33.8 (0.53)
0.5	2	0.56	7	10.5	0.1	164	1	34.0 (0.53)
0.5	2	0.56	8	10.5	0.1	164	2	34.2 (0.54)
0.5	2	0.58	2	10.5	0.2	164	2	32.4 (0.51)
0.5	2	0.58	3	10.5	0.1	164	2	32.5 (0.51)
0.5	2	0.58	4	10.5	0.2	164	2	34.4 (0.54)
0.5	2	0.58	5	10.5	0.2	164	3	34.2 (0.53)
0.5	2	0.58	6	10.5	0.2	164	2	34.5 (0.54)
0.5	2	0.58	7	10.5	0.2	164	2	35.2 (0.55)
0.5	2	0.58	8	12.0	0.2	187	3	35.4 (0.55)
0.5	2	0.60	2	10.5	0.1	164	1	33.5 (0.52)
0.5	2	0.60	3	10.5	0.1	164	1	35.1 (0.55)
0.5	2	0.60	4	10.5	0.2	164	2	35.7 (0.56)
0.5	2	0.60	5	10.5	0.2	164	2	36.5 (0.57)
0.5	2	0.60	6	12.0	0.2	187	3	37.0 (0.58)
0.5	2	0.60	7	12.0	0.2	187	2	37.1 (0.58)
0.5	2	0.60	8	13.5	0.1	210	0	37.2 (0.58)
0.5	2	0.62	2	10.5	0.2	164	2	34.2 (0.53)
0.5	2	0.62	3	10.5	0.2	164	2	35.2 (0.55)
0.5	2	0.62	4	10.5	0.3	164	4	35.5 (0.55)
0.5	2	0.62	5	12.0	0.2	187	2	37.6 (0.59)
0.5	2	0.62	6	13.5	0.2	210	3	37.5 (0.59)
0.5	2	0.62	7	15.0	0.3	234	4	37.8 (0.59)
0.5	2	0.62	8	16.5	0.2	257	3	38.4 (0.60)
0.5	2	0.64	2	10.5	0.2	164	3	33.6 (0.53)
0.5	2	0.64	3	10.5	0.1	164	1	37.1 (0.58)
0.5	2	0.64	4	12.0	0.2	187	3	37.4 (0.59)
0.5	2	0.64	5	15.0	0.3	234	5	37.5 (0.59)
0.5	2	0.64	6	16.5	0.3	257	5	38.6 (0.60)
0.5	2	0.64	7	16.5	0.3	257	4	39.0 (0.61)
0.5	2	0.64	8	21.0	0.3	328	4	39.1 (0.61)
0.5	2	0.66	2	10.5	0.1	164	1	34.1 (0.53)
0.5	2	0.66	3	10.5	0.2	164	2	37.5 (0.59)
0.5	2	0.66	4	15.0	0.3	234	4	37.0 (0.58)
0.5	2	0.66	5	16.5	0.3	257	4	38.7 (0.60)
0.5	2	0.66	6	19.5	0.3	304	4	40.1 (0.63)
0.5	2	0.66	7	21.0	0.3	328	4	40.0 (0.62)
0.5	2	0.66	8	22.5	0.4	351	6	40.5 (0.63)
0.5	2	0.68	2	10.5	0.1	164	1	38.1 (0.60)
0.5	2	0.68	3	10.5	0.3	164	4	39.1 (0.61)
0.5	2	0.68	4	15.0	0.2	234	3	41.0 (0.64)
0.5	2	0.68	5	19.5	0.3	304	4	41.6 (0.65)
0.5	2	0.68	6	21.0	0.2	328	3	42.2 (0.66)
0.5	2	0.68	7	24.0	0.4	375	6	42.2 (0.66)
0.5	2	0.68	8	25.5	0.4	398	6	42.3 (0.66)
0.5	2	0.70	2	10.5	0.2	164	2	38.7 (0.60)
0.5	2	0.70	3	10.5	0.2	164	3	39.8 (0.62)
0.5	2	0.70	4	19.5	0.3	304	5	41.8 (0.65)
0.5	2	0.70	5	19.5	0.4	304	5	42.6 (0.67)
0.5	2	0.70	6	22.5	0.3	351	4	42.7 (0.67)
0.5	2	0.70	7	25.5	0.3	398	5	43.3 (0.68)
0.5	2	0.70	8	30.0	0.5	468	8	43.5 (0.68)
0.5	2	0.72	2	10.5	0.3	164	4	38.9 (0.61)
0.5	2	0.72	3	15.0	0.3	234	4	40.3 (0.63)
0.5	2	0.72	4	21.0	0.4	328	6	41.2 (0.64)
0.5	2	0.72	5	22.5	0.4	351	6	42.1 (0.66)
0.5	2	0.72	6	25.5	0.5	398	7	43.1 (0.67)
0.5	2	0.72	7	28.5	0.5	445	8	44.5 (0.70)
0.5	2	0.72	8	30.0	0.5	468	7	44.2 (0.69)
0.5	2	0.74	2	10.5	0.3	164	4	39.1 (0.61)
0.5	2	0.74	3	18.0	0.4	281	6	39.8 (0.62)
0.5	2	0.74	4	21.0	0.4	328	5	42.3 (0.66)
0.5	2	0.74	5	22.5	0.3	351	4	42.8 (0.67)
0.5	2	0.74	6	27.0	0.5	421	7	44.2 (0.69)
0.5	2	0.74	7	31.5	0.7	492	10	45.0 (0.70)
0.5	2	0.74	8	31.5	0.6	492	9	45.3 (0.71)
0.5	2	0.76	2	10.5	0.3	164	4	39.4 (0.62)
0.5	2	0.76	3	21.0	0.4	328	6	41.6 (0.65)
0.5	2	0.76	4	22.5	0.4	351	6	43.8 (0.68)
0.5	2	0.76	5	25.5	0.4	398	6	44.7 (0.70)
0.5	2	0.76	6	28.5	0.5	445	8	45.8 (0.72)
0.5	2	0.76	7	31.5	0.6	492	9	46.2 (0.72)
0.5	2	0.76	8	31.5	0.7	492	11	46.3 (0.72)
0.5	2	0.78	2	10.5	0.3	164	4	43.3 (0.68)
0.5	2	0.78	3	22.5	0.3	351	5	45.3 (0.71)
0.5	2	0.78	4	25.5	0.4	398	5	46.9 (0.73)
0.5	2	0.78	5	31.5	0.7	492	10	47.7 (0.74)
0.5	2	0.78	6	31.5	0.6	492	8	47.5 (0.74)
0.5	2	0.78	7	31.5	0.6	492	8	48.0 (0.75)
0.5	2	0.78	8	31.5	0.7	492	10	48.4 (0.76)
0.5	2	0.80	2	10.5	0.4	164	6	42.7 (0.67)
0.5	2	0.80	3	22.5	0.1	351	2	47.1 (0.74)
0.5	2	0.80	4	25.5	0.6	398	9	46.3 (0.72)
0.5	2	0.80	5	31.5	0.7	492	10	46.3 (0.72)
0.5	2	0.80	6	31.5	0.8	492	12	47.2 (0.74)
0.5	2	0.80	7	31.5	0.7	492	11	48.6 (0.76)
0.5	2	0.80	8	31.5	0.8	492	12	48.7 (0.76)
0.5	2	0.82	2	10.5	0.3	164	5	43.4 (0.68)
0.5	2	0.82	3	24.0	0.6	375	9	46.0 (0.72)
0.5	2	0.82	4	30.0	0.7	468	11	46.6 (0.73)
0.5	2	0.82	5	31.5	0.9	492	13	48.3 (0.75)
0.5	2	0.82	6	31.5	0.9	492	13	48.5 (0.76)
0.5	2	0.82	7	31.5	1.0	492	14	49.6 (0.78)
0.5	2	0.82	8	31.5	1.0	492	15	50.2 (0.78)
0.5	2	0.84	2	10.5	0.5	164	8	45.6 (0.71)
0.5	2	0.84	3	30.0	0.7	468	10	47.0 (0.73)
0.5	2	0.84	4	31.5	0.7	492	11	48.4 (0.76)
0.5	2	0.84	5	31.5	0.9	492	13	49.7 (0.78)
0.5	2	0.84	6	31.5	0.9	492	14	49.8 (0.78)
0.5	2	0.84	7	31.5	0.9	492	13	50.1 (0.78)
0.5	2	0.84	8	31.5	1.0	492	16	51.2 (0.80)
0.5	2	0.86	2	21.0	0.7	328	11	46.5 (0.73)
0.5	2	0.86	3	31.5	0.8	492	12	47.1 (0.74)
0.5	2	0.86	4	31.5	1.1	492	17	49.2 (0.77)
0.5	2	0.86	5	31.5	1.0	492	15	50.5 (0.79)
0.5	2	0.86	6	31.5	1.2	492	18	51.7 (0.81)
0.5	2	0.86	7	31.5	1.1	492	16	52.0 (0.81)
0.5	2	0.86	8	31.5	1.2	492	19	52.2 (0.82)
0.5	2	0.88	2	25.5	0.9	398	14	48.6 (0.76)
0.5	2	0.88	3	31.5	1.2	492	19	49.0 (0.77)
0.5	2	0.88	4	31.5	1.0	492	15	51.4 (0.80)
0.5	2	0.88	5	31.5	1.2	492	19	51.0 (0.80)
0.5	2	0.88	6	31.5	1.3	492	20	52.3 (0.82)
0.5	2	0.88	7	31.5	1.6	492	24	52.5 (0.82)
0.5	2	0.88	8	31.5	1.3	492	21	53.9 (0.84)
0.5	2	0.90	2	31.5	1.1	492	17	49.2 (0.77)
0.5	2	0.90	3	31.5	1.0	492	16	51.6 (0.81)
0.5	2	0.90	4	31.5	1.6	492	24	53.5 (0.84)
0.5	2	0.90	5	31.5	2.0	492	31	54.4 (0.85)
0.5	2	0.90	6	31.5	1.6	492	24	52.6 (0.82)
0.5	2	0.90	7	31.5	2.0	492	31	55.1 (0.86)
0.5	2	0.90	8	31.5	2.1	492	32	55.0 (0.86)
0.5	2	0.92	2	31.5	1.6	492	24	53.3 (0.83)
0.5	2	0.92	3	31.5	1.8	492	27	54.5 (0.85)
0.5	2	0.92	4	31.5	2.3	492	35	55.2 (0.86)
0.5	2	0.92	5	31.5	2.6	492	40	55.3 (0.86)
0.5	2	0.92	6	31.5	2.6	492	41	56.5 (0.88)
0.5	2	0.92	7	31.5	3.1	492	48	56.6 (0.88)
0.5	2	0.92	8	31.5	3.3	492	50	56.8 (0.89)
0.5	2	0.94	2	31.5	2.5	492	38	53.8 (0.84)
0.5	2	0.94	3	31.5	2.8	492	43	56.4 (0.88)
0.5	2	0.94	4	31.5	3.1	492	48	56.6 (0.88)
0.5	2	0.94	5	31.5	3.5	492	53	57.2 (0.89)
0.5	2	0.94	6	31.5	4.4	492	68	57.9 (0.91)
0.5	2	0.94	7	31.5	4.2	492	64	58.1 (0.91)
0.5	2	0.94	8	31.5	4.8	492	75	58.2 (0.91)
0.5	2	0.96	2	31.5	2.8	492	43	58.3 (0.91)
0.5	2	0.96	3	31.5	4.5	492	69	58.7 (0.92)
0.5	2	0.96	4	31.5	5.2	492	81	59.0 (0.92)
0.5	2	0.96	5	31.5	5.5	492	86	58.9 (0.92)
0.5	2	0.96	6	31.5	5.6	492	88	59.3 (0.93)
0.5	2	0.96	7	31.5	5.7	492	89	59.3 (0.93)
0.5	2	0.96	8	31.5	6.6	492	102	59.3 (0.93)
0.5	2	0.98	2	31.5	5.9	492	91	60.4 (0.94)
0.5	2	0.98	3	31.5	5.9	492	91	60.7 (0.95)
0.5	2	0.98	4	31.5	7.7	492	119	60.6 (0.95)
0.5	2	0.98	5	31.5	6.3	492	98	60.7 (0.95)
0.5	2	0.98	6	31.5	8.6	492	134	60.7 (0.95)
0.5	2	0.98	7	31.5	9.5	492	148	60.7 (0.95)
0.5	2	0.98	8	31.5	10.7	492	166	60.7 (0.95)
0.5	2	1.00	2	31.5	20.7	492	323	61.7 (0.96)
0.5	2	1.00	3	31.5	20.7	492	323	61.7 (0.96)
0.5	2	1.00	4	31.5	20.7	492	323	61.7 (0.96)
0.5	2	1.00	5	31.5	20.7	492	323	61.7 (0.96)
0.5	2	1.00	6	31.5	20.7	492	323	61.7 (0.96)
0.5	2	1.00	7	31.5	20.7	492	323	61.7 (0.96)
0.5	2	1.00	8	31.5	20.7	492	323	61.7 (0.96)
0.5	3	0.50	2	10.5	0.1	164	1	28.7 (0.45)
0.5	3	0.50	3	16.5	0.1	257	1	30.0 (0.47)
0.5	3	0.50	4	16.5	0.0	257	0	30.8 (0.48)
0.5	3	0.50	5	16.5	0.2	257	2	31.0 (0.48)
0.5	3	0.50	6	16.5	0.0	257	0	31.0 (0.48)
0.5	3	0.50	7	16.5	0.2	257	2	31.0 (0.48)
0.5	3	0.50	8	16.5	0.0	257	0	31.0 (0.48)
0.5	3	0.52	2	16.5	0.2	257	2	30.4 (0.47)
0.5	3	0.52	3	16.5	0.1	257	2	30.8 (0.48)
0.5	3	0.52	4	16.5	0.2	257	3	31.7 (0.50)
0.5	3	0.52	5	16.5	0.2	257	3	32.0 (0.50)
0.5	3	0.52	6	16.5	0.1	257	1	32.3 (0.50)
0.5	3	0.52	7	16.5	0.1	257	1	32.3 (0.50)
0.5	3	0.52	8	16.5	0.1	257	1	32.3 (0.50)
0.5	3	0.54	2	16.5	0.1	257	2	29.8 (0.47)
0.5	3	0.54	3	16.5	0.2	257	2	32.4 (0.51)
0.5	3	0.54	4	16.5	0.2	257	2	32.5 (0.51)
0.5	3	0.54	5	16.5	0.2	257	2	33.1 (0.52)
0.5	3	0.54	6	16.5	0.2	257	3	33.2 (0.52)
0.5	3	0.54	7	16.5	0.2	257	3	33.5 (0.52)
0.5	3	0.54	8	16.5	0.2	257	2	33.4 (0.52)
0.5	3	0.56	2	16.5	0.2	257	3	31.4 (0.49)
0.5	3	0.56	3	16.5	0.2	257	2	33.2 (0.52)
0.5	3	0.56	4	16.5	0.2	257	3	33.6 (0.53)
0.5	3	0.56	5	16.5	0.3	257	4	34.0 (0.53)
0.5	3	0.56	6	16.5	0.2	257	2	34.5 (0.54)
0.5	3	0.56	7	16.5	0.1	257	1	34.7 (0.54)
0.5	3	0.56	8	16.5	0.3	257	4	34.7 (0.54)
0.5	3	0.58	2	16.5	0.3	257	4	32.2 (0.50)
0.5	3	0.58	3	16.5	0.2	257	3	34.7 (0.54)
0.5	3	0.58	4	16.5	0.3	257	5	35.1 (0.55)
0.5	3	0.58	5	16.5	0.2	257	3	35.2 (0.55)
0.5	3	0.58	6	16.5	0.2	257	3	35.9 (0.56)
0.5	3	0.58	7	16.5	0.2	257	3	36.0 (0.56)
0.5	3	0.58	8	16.5	0.2	257	3	35.8 (0.56)
0.5	3	0.60	2	16.5	0.3	257	4	35.2 (0.55)
0.5	3	0.60	3	16.5	0.2	257	3	36.0 (0.56)
0.5	3	0.60	4	16.5	0.3	257	4	36.4 (0.57)
0.5	3	0.60	5	16.5	0.3	257	4	37.0 (0.58)
0.5	3	0.60	6	16.5	0.2	257	3	37.2 (0.58)
0.5	3	0.60	7	16.5	0.2	257	2	37.1 (0.58)
0.5	3	0.60	8	16.5	0.1	257	0	37.2 (0.58)
0.5	3	0.62	2	16.5	0.2	257	3	35.1 (0.55)
0.5	3	0.62	3	16.5	0.3	257	4	37.1 (0.58)
0.5	3	0.62	4	16.5	0.4	257	5	37.3 (0.58)
0.5	3	0.62	5	16.5	0.3	257	4	37.9 (0.59)
